event_id,merchant_id,event_timestamp,product,event_type,amount,status,channel,region,merchant_tier
8c759dea-11db-4b2b-aa38-45787cd6c567,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
7de85522-e603-4d6b-8871-f8eaf8a2a914,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
8c857f68-20c2-4e99-b8b3-0149d0f52eb4,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
389458c0-ffbb-426b-b917-df11f5267f77,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
36112d43-23d4-4756-b024-3e91e2f18490,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
c6cd6ad1-ea06-4089-a7ce-a7645e73638b,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
bd536805-ac70-4039-933d-61f702f762e9,MRC-006018,2024-01-27T00:00:14,SAVINGS,AUTO_SAVE,135692.48,SUCCESS,APP,RIVERS,PREMIUM
ba9d26ec-8371-4b77-9a73-c3836c73a1d6,MRC-005851,2024-01-27T00:00:28,POS,CARD_TRANSACTION,100457.54,SUCCESS,POS,PORT_HARCOURT,VERIFIED
35fa0b40-e9ac-45e4-9550-1a25be27c2bf,MRC-007556,2024-01-27T00:00:52,POS,CARD_TRANSACTION,314564.61,FAILED,POS,OGUN,VERIFIED
52dea461-122d-41ec-aa0e-8a67ac7989eb,MRC-007054,2024-01-27T00:01:09,SAVINGS,DEPOSIT,360301.22,SUCCESS,APP,DELTA,PREMIUM
46a746c1-8a2d-4fa5-9fe8-39a2993d7c11,MRC-007456,2024-01-27T00:01:27,POS,CASH_WITHDRAWAL,58179.2,SUCCESS,POS,KANO,PREMIUM
94d06b83-55e9-4ec8-8dd4-1adfba5d0dd8,MRC-004981,2024-01-27T00:01:29,BILLS,BETTING,94335.68,SUCCESS,WEB,ENUGU,PREMIUM
86aede80-6af3-40ea-8d3b-b41153172de9,MRC-006890,2024-01-27T00:01:49,AIRTIME,AIRTIME_PURCHASE,2915.66,FAILED,POS,ENUGU,PREMIUM
b5ed6670-819d-4649-8231-82467d4f5e86,MRC-002474,2024-01-27T00:02:00,AIRTIME,AIRTIME_PURCHASE,5807.36,SUCCESS,APP,ABUJA,VERIFIED
4cf34a22-dc6a-44ac-9ee6-983fbb465b83,MRC-002313,2024-01-27T00:02:09,POS,CARD_TRANSACTION,36644.87,FAILED,POS,ABUJA,STARTER
25f6c611-319c-4978-b246-8bd629a78c1d,MRC-004991,2024-01-27T00:02:10,MONIEBOOK,SALE_RECORDED,22612.32,SUCCESS,APP,DELTA,PREMIUM
0c721530-b683-4baf-a5e8-9dcc1296ef24,MRC-004000,2024-01-27T00:02:24,BILLS,CABLE_TV,7666.39,SUCCESS,USSD,ENUGU,STARTER
22e179ee-c12f-4c49-93a6-ae934d66e7ad,MRC-009394,2024-01-27T00:03:09,AIRTIME,AIRTIME_PURCHASE,24.0,SUCCESS,APP,ENUGU,PREMIUM
7b3aed41-92f5-4eae-9a72-079ffce9893d,MRC-001667,2024-01-27T00:03:19,BILLS,ELECTRICITY,14443.35,SUCCESS,WEB,PORT_HARCOURT,PREMIUM
8cac7dfa-7099-47f7-a21e-f0eb234fc73b,MRC-006424,2024-01-27T00:03:32,AIRTIME,AIRTIME_PURCHASE,8864.95,SUCCESS,WEB,RIVERS,VERIFIED
0e48b156-81a6-426c-8665-01cdb5cc9f5f,MRC-008091,2024-01-27T00:03:46,POS,CARD_TRANSACTION,57546.16,SUCCESS,POS,DELTA,VERIFIED
dce936bc-1653-44d6-8f5c-c2f8fdd48314,MRC-008640,2024-01-27T00:03:50,SAVINGS,INTEREST_CREDIT,46439.12,SUCCESS,POS,RIVERS,STARTER
ed26019d-b934-4d43-b0dc-2cdfe84a1215,MRC-001582,2024-01-27T00:03:54,BILLS,INTERNET,7383.27,SUCCESS,WEB,KADUNA,PREMIUM
e19acb4b-8718-4e2b-9003-e4cadfc4f57b,MRC-005019,2024-01-27T00:04:42,AIRTIME,AIRTIME_PURCHASE,1873.43,SUCCESS,POS,KANO,VERIFIED
c2c54407-7f99-4706-aa4c-2d918b21fecf,MRC-008161,2024-01-27T00:05:25,POS,TRANSFER,1921.61,SUCCESS,POS,ABUJA,VERIFIED
87b2c26c-880f-4b4a-978a-3c9d3e635b46,MRC-000404,2024-01-27T00:05:37,SAVINGS,DEPOSIT,276826.64,SUCCESS,APP,IBADAN,PREMIUM
b8977d56-4e82-4b47-835a-bc569caebb86,MRC-005660,2024-01-27T00:06:11,SAVINGS,WITHDRAWAL,227933.23,SUCCESS,WEB,ENUGU,STARTER
ca16b29f-9bdf-46ba-9fb4-c379fe5ce92f,MRC-002986,2024-01-27T00:06:15,CARD_PAYMENT,SUPPLIER_PAYMENT,893033.99,SUCCESS,APP,KADUNA,VERIFIED
9e59cb9c-8bed-4371-8d8c-16fc5e5c2c01,MRC-008840,2024-01-27T00:06:29,AIRTIME,AIRTIME_PURCHASE,194.0,SUCCESS,APP,DELTA,PREMIUM
ec89865f-283e-407b-a96c-db10cd529b76,MRC-002872,2024-01-27T00:06:32,POS,CARD_TRANSACTION,403520.43,SUCCESS,POS,KANO,STARTER
1fd7c6fa-bca2-4022-88c7-5ae96f03f631,MRC-001385,2024-01-27T00:06:41,CARD_PAYMENT,INVOICE_PAYMENT,111481.51,SUCCESS,APP,LAGOS,PREMIUM
9bce2153-bb55-4614-9ab2-db4c37f56f30,MRC-009400,2024-01-27T00:07:18,CARD_PAYMENT,INVOICE_PAYMENT,64911.85,SUCCESS,WEB,KANO,VERIFIED
92215643-eea1-4e69-9b39-cd094bada0af,MRC-001834,2024-01-27T00:07:46,POS,TRANSFER,181812.05,SUCCESS,POS,DELTA,PREMIUM
ab468317-a87d-45f5-876b-1556efd552a7,MRC-003004,2024-01-27T00:07:56,SAVINGS,INTEREST_CREDIT,56452.33,SUCCESS,APP,IBADAN,STARTER
d20befd4-9804-4f59-8558-c9ef63b7ebc1,MRC-008168,2024-01-27T00:08:23,POS,CARD_TRANSACTION,14414.53,SUCCESS,POS,PORT_HARCOURT,PREMIUM
373f7bb3-6b7d-4c61-bc9b-74fe490742f2,MRC-003616,2024-01-27T00:09:07,BILLS,BETTING,4864.58,SUCCESS,POS,IBADAN,PREMIUM
abcb5f26-3317-44ec-9bb8-1641e6843bf2,MRC-009407,2024-01-27T00:09:49,AIRTIME,AIRTIME_PURCHASE,2050.24,SUCCESS,WEB,RIVERS,VERIFIED
38e64fa7-45cd-40cc-96fb-ef7ec6fa689d,MRC-002283,2024-01-27T00:10:07,AIRTIME,DATA_PURCHASE,619.23,SUCCESS,APP,DELTA,VERIFIED
3cce44f0-ffd7-453b-91bf-06c6051645a8,MRC-002508,2024-01-27T00:10:19,AIRTIME,AIRTIME_PURCHASE,2277.89,SUCCESS,WEB,KANO,VERIFIED
6e806f99-aa98-4974-a652-02f7d0c67464,MRC-002701,2024-01-27T00:10:27,AIRTIME,DATA_PURCHASE,951.42,SUCCESS,POS,PORT_HARCOURT,STARTER
1796f673-a5e0-4ee8-b558-807ee7cb2d18,MRC-000761,2024-01-27T00:11:08,MONIEBOOK,INVENTORY_UPDATE,7583.73,SUCCESS,APP,RIVERS,STARTER
ddf96de0-1bfb-4f4e-9443-ddc7d6c48bbe,MRC-005283,2024-01-27T00:11:31,BILLS,ELECTRICITY,78445.3,SUCCESS,APP,KADUNA,VERIFIED
8415f967-2373-4132-8b1c-e3e09df4be76,MRC-005611,2024-01-27T00:11:32,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,IBADAN,VERIFIED
849a259e-4734-41e6-bc08-b103d1fd8852,MRC-007988,2024-01-27T00:11:45,POS,TRANSFER,207172.09,SUCCESS,POS,IBADAN,PREMIUM
3ecb36fd-4333-457d-9b6e-d5c124780250,MRC-005121,2024-01-27T00:11:48,BILLS,CABLE_TV,18905.1,SUCCESS,APP,ENUGU,STARTER
257ea960-54d7-428a-a9cc-52cb0c9e0972,MRC-004690,2024-01-27T00:12:42,POS,CARD_TRANSACTION,46640.98,SUCCESS,POS,ABUJA,STARTER
aea8c602-1070-47fe-a399-1531fb6eee99,MRC-001618,2024-01-27T00:13:19,AIRTIME,AIRTIME_PURCHASE,339.57,SUCCESS,USSD,ENUGU,PREMIUM
87967cae-591e-486a-8904-e9e171e807c4,MRC-008418,2024-01-27T00:13:30,POS,CASH_WITHDRAWAL,131565.37,SUCCESS,POS,LAGOS,PREMIUM
9cb8eb9a-3cb1-4dd2-a86b-983a224907ef,MRC-000666,2024-01-27T00:14:07,CARD_PAYMENT,SUPPLIER_PAYMENT,1558985.36,SUCCESS,WEB,LAGOS,PREMIUM
9568895a-9be5-4d93-ad9c-f27cfb9986d8,MRC-007170,2024-01-27T00:15:15,AIRTIME,AIRTIME_PURCHASE,1043.34,SUCCESS,APP,IBADAN,PREMIUM
91268a9d-7496-4d21-b9cf-bbef1f60e9d1,MRC-008452,2024-01-27T00:15:17,AIRTIME,DATA_PURCHASE,1320.55,SUCCESS,POS,ENUGU,PREMIUM
6734c228-e580-4010-9ecf-0a9f8434218d,MRC-009161,2024-01-27T00:15:28,MONIEBOOK,INVENTORY_UPDATE,13384.1,SUCCESS,APP,OGUN,VERIFIED
88aa7641-0e93-4d46-b2f4-043027393b74,MRC-007398,2024-01-27T00:15:38,BILLS,CABLE_TV,18204.47,SUCCESS,USSD,OGUN,VERIFIED
71f160c0-06c8-40c8-9ff2-d2610c7da828,MRC-008736,2024-01-27T00:15:59,POS,CARD_TRANSACTION,262972.98,SUCCESS,POS,KANO,STARTER
28d8aa33-29a4-4de1-9b8b-4527db0e4e27,MRC-004690,2024-01-27T00:16:19,POS,TRANSFER,87062.56,SUCCESS,POS,ABUJA,STARTER
