event_id,merchant_id,event_timestamp,product,event_type,amount,status,channel,region,merchant_tier
1364fc24-82a8-404f-b8ea-5bb234a585f1,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
2b22e861-4c80-41f6-89de-c65c3ae4d014,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
b764aec1-c477-4f94-bb29-025ec6e05638,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
6b50cce9-ee02-47f6-ab4f-1dfca23c9abd,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
3d3fd526-891c-40fc-be27-7ad6924247be,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
8e74178a-8711-4f7e-8b33-548823682f6d,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
26bdde62-2080-4980-9896-c3412bdaaa26,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
3c73bb95-1e2f-48dc-ad29-3c43c874b1ee,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
632c924d-4932-4ac3-aea3-f846aa9e5552,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
26e8342c-89cd-4fc2-ab18-86948ef2c5c2,MRC-000998,2024-01-03T00:00:04,CARD_PAYMENT,INVOICE_PAYMENT,83428.03,SUCCESS,APP,RIVERS,VERIFIED
fff747ad-2204-4ea2-9dee-eae4c157aba7,MRC-003794,2024-01-03T00:00:09,POS,CARD_TRANSACTION,4463.59,SUCCESS,POS,ABUJA,VERIFIED
e0b3a9ff-0bf6-43b7-b3ec-1744ffba689d,MRC-002433,2024-01-03T00:00:40,SAVINGS,AUTO_SAVE,30029.29,SUCCESS,APP,RIVERS,PREMIUM
d77667c6-e618-41b6-8334-70a8fee20445,MRC-004450,2024-01-03T00:00:51,POS,CARD_TRANSACTION,108408.17,SUCCESS,POS,ABUJA,VERIFIED
85940ea8-ebfa-4e22-a38a-bf98b95d3875,MRC-004159,2024-01-03T00:00:54,POS,CARD_TRANSACTION,242463.2,SUCCESS,POS,IBADAN,VERIFIED
