event_id,merchant_id,event_timestamp,product,event_type,amount,status,channel,region,merchant_tier
e7f1f822-31c9-4b47-922c-56a6f51f1d0b,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
ec65dec0-4c7e-43a6-a083-a329b0288d17,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
8b36693b-5687-42a1-9557-e8601c89618a,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
0be222cf-51f2-43df-a7db-f7fed9689658,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
42381f5c-fdb9-4d77-8c8e-e8a97b5d2213,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
5f054a3f-cedd-4d36-9af3-2163a21af57b,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
54f15c0a-8b48-4376-8211-9dcc84b562a0,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
c50ba14c-aaa8-4a4b-b782-b62b21116202,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
a2948066-9a49-4c41-83da-ed261208b9f0,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
befb4449-7f4d-4c40-a584-1a340bdd927a,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
57cea71b-4b80-491d-a9ea-c83191c098cc,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
fa638268-da41-49a1-8094-f87b7aab26c5,MRC-002783,2024-01-15T00:00:03,KYC,VERIFICATION_COMPLETED,0.0,SUCCESS,APP,DELTA,VERIFIED
95d56e42-59f7-41da-9edc-3fd7a5f5f413,MRC-008636,2024-01-15T00:00:07,AIRTIME,DATA_PURCHASE,4703.6,SUCCESS,WEB,KADUNA,VERIFIED
