event_id,merchant_id,event_timestamp,product,event_type,amount,status,channel,region,merchant_tier
30819af8-d8f0-4779-bd46-6e3d30fc6f6f,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
f2b96337-aff8-4dbe-a25c-b3146d64aa82,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
002968ae-47d3-4e0c-9672-4fc0a432018b,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
1f2d588d-94a3-41e6-828f-d12aa90eecd7,MRC-000001,,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
e8ab7a4e-0a62-4e52-8f20-ba3ec593b064,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
037817ce-94e3-4198-8d67-b673b2d52aed,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
d8c69dee-818c-45db-acad-2e4bc33f894b,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
d2008324-35ab-4a57-b46d-8211a643a7ea,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
d96b2967-754c-43a9-8a72-7bd2542c7ec8,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
0fb8434a-cf9b-433f-9029-ca05ba5d36ef,,2024-01-01T10:00:00,POS,CARD_TRANSACTION,1000.00,SUCCESS,POS,LAGOS,VERIFIED
2d926e33-051c-4a55-a753-0e95a7c1172f,MRC-000001,2024-01-01T10:00:00,POS,CARD_TRANSACTION,INVALID,SUCCESS,POS,LAGOS,VERIFIED
9763bc2f-72b1-467f-ad2e-04e75c78882c,MRC-003404,2024-01-19T00:00:29,MONIEBOOK,SALE_RECORDED,21585.62,SUCCESS,APP,LAGOS,PREMIUM
ef07c4c9-bcb5-48df-ac3a-dd85d6110978,MRC-006988,2024-01-19T00:00:34,KYC,DOCUMENT_SUBMITTED,0.0,PENDING,APP,PORT_HARCOURT,STARTER
4f9d2628-08d1-4c70-b971-e0756393b9c9,MRC-000854,2024-01-19T00:00:54,SAVINGS,DEPOSIT,41781.15,SUCCESS,APP,KANO,STARTER
7f071d0d-4b80-41b1-b365-f0168da62458,MRC-001519,2024-01-19T00:01:25,BILLS,CABLE_TV,17917.19,SUCCESS,WEB,OGUN,VERIFIED
75ad3fda-908d-4464-a42d-65197d1a7383,MRC-005684,2024-01-19T00:01:27,MONIEBOOK,INVENTORY_UPDATE,21099.08,SUCCESS,APP,RIVERS,VERIFIED
8d93c2fd-9b19-4dcc-a9bd-5762e53ae1ed,MRC-008573,2024-01-19T00:01:35,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,ENUGU,STARTER
048eb368-b917-4681-8194-ba9c3b82e313,MRC-007195,2024-01-19T00:01:44,POS,CARD_TRANSACTION,484501.68,FAILED,POS,LAGOS,PREMIUM
1bc56e16-d71a-41ed-97ac-e426363c4268,MRC-003677,2024-01-19T00:01:45,CARD_PAYMENT,SUPPLIER_PAYMENT,127535.66,SUCCESS,WEB,IBADAN,VERIFIED
7506fa3a-7a79-4ff2-9516-78ee457fc7ed,MRC-006798,2024-01-19T00:02:02,MONIEBOOK,INVENTORY_UPDATE,7575.65,SUCCESS,OFFLINE,LAGOS,PREMIUM
1925b5d1-687c-45e1-8c85-628df3b0be63,MRC-005457,2024-01-19T00:02:21,SAVINGS,DEPOSIT,241796.75,SUCCESS,USSD,DELTA,STARTER
b09d9e72-f2bc-422a-91d3-8732edc41c87,MRC-000699,2024-01-19T00:02:41,BILLS,ELECTRICITY,7763.97,SUCCESS,POS,RIVERS,PREMIUM
748d62a9-0982-4ff9-b5cc-505729ec0018,MRC-005965,2024-01-19T00:02:47,SAVINGS,WITHDRAWAL,55534.15,SUCCESS,POS,ABUJA,VERIFIED
4f419c80-2079-45c4-908d-94851a51946d,MRC-003031,2024-01-19T00:03:02,AIRTIME,DATA_PURCHASE,3148.06,SUCCESS,USSD,DELTA,PREMIUM
bf272ef3-e553-4e59-a264-08b73f0c5ae9,MRC-008613,2024-01-19T00:03:30,BILLS,CABLE_TV,3340.43,SUCCESS,WEB,IBADAN,VERIFIED
1601d08e-f4fd-4bfa-8913-13d5f3eac2a1,MRC-002423,2024-01-19T00:03:32,POS,CARD_TRANSACTION,28640.17,SUCCESS,POS,IBADAN,PREMIUM
523be45c-ebc1-4154-8d29-c08c42035bc9,MRC-004945,2024-01-19T00:03:37,AIRTIME,DATA_PURCHASE,1104.47,SUCCESS,POS,PORT_HARCOURT,PREMIUM
005c3f7c-95c8-469c-aa7a-c0b89408c086,MRC-002841,2024-01-19T00:04:01,AIRTIME,AIRTIME_PURCHASE,2641.11,SUCCESS,APP,LAGOS,STARTER
324d78cb-3a14-43ab-b495-986a29db635d,MRC-001932,2024-01-19T00:04:39,CARD_PAYMENT,SUPPLIER_PAYMENT,228913.08,SUCCESS,APP,IBADAN,PREMIUM
4ab1d0aa-e897-41a6-b33f-5ea9c03b8f08,MRC-000339,2024-01-19T00:04:40,SAVINGS,DEPOSIT,53819.11,SUCCESS,APP,PORT_HARCOURT,VERIFIED
1af6e963-7fa9-4b3b-85cb-22f881841263,MRC-004762,2024-01-19T00:04:45,POS,CARD_TRANSACTION,35116.32,SUCCESS,POS,PORT_HARCOURT,VERIFIED
2c572b50-9227-431e-b1fb-310bcbf3bf3f,MRC-003449,2024-01-19T00:05:48,BILLS,CABLE_TV,24816.14,SUCCESS,WEB,ABUJA,PREMIUM
